"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS"
"712",712,1,712,2008,"06708HBBRD563SL",110000317194,"HUBBARD-HALL INC","563 S LEONARD ST","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.530697,-73.043412,"NO",4246,"Chemical Wholesalers",NA,NA,NA,NA,NA,NA,424690,0,NA,0,0,0,1308206375100,"XYLENE (MIXED ISOMERS)","001330207",84970,"YES","TRI","NO",0,"NO","R","Pounds",1,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,15,0,NA,0.88,"HUBBARD-HALL INC","055310759",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15
"713",713,1,713,2008,"06516NTHNN350FR",110000316916,"MACDERMID ENTHONE INC","350 FRONTAGE RD","WEST HAVEN","NEW HAVEN","CT",6516,NA,NA,41.2647,-72.9773,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,0,NA,0,0,0,1308206484380,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0.094,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.294,0,0,0,0,28.294,0,0,0,0,0,0,28.294,0,NA,0.9,"PLATFORM SPECIALTY PRODUCTS CORP","079270103",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28.294
"714",714,1,714,2008,"06854NRWLKMANRE",110000603106,"NRG ENERGY NORWALK HARBOR STATION","MANRESA ISLAND AVE","SOUTH NORWALK","FAIRFIELD","CT",6854,NA,NA,41.07305,-73.412604,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206252520,"NAPHTHALENE","000091203",13326,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"NRG ENERGY INC","793422213",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"715",715,1,715,2008,"06051MCRST206NE",110016683418,"MARSAM METAL FINISHING CO","206 NEWINGTON AVE","NEW BRITAIN","HARTFORD","CT",6051,NA,NA,41.67194,-72.7563,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,332913,332116,0,0,0,1308206196750,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,5,0,0,0,5,0,0,15,0,NA,0,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
"716",716,1,716,2008,"06725FBRCT172EA",110000317318,"PARK ADVANCED COMPOSITE MATERIALS INC.","172 E AURORA ST","WATERBURY","NEW HAVEN","CT",6708,NA,NA,41.57321,-73.05767,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336413,0,NA,0,0,0,1308206374920,"TETRABROMOBISPHENOL A","000079947",8045,"NO","PBT","NO",0,"YES","R","Pounds",1.5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3076,3100,0,0,0,0,0,0,0,9.2,0,0,9.2,0,0,45,3100,0,0,30,0,3184.2,0,NA,1.1,"PARK ELECTROCHEMICAL CORP","044476224",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9.2
"717",717,1,717,2008,"06516NTHNN350FR",110000316916,"MACDERMID ENTHONE INC","350 FRONTAGE RD","WEST HAVEN","NEW HAVEN","CT",6516,NA,NA,41.2647,-72.9773,"NO",325,"Chemicals",NA,NA,NA,NA,NA,NA,325998,0,NA,0,0,0,1308206484370,"CERTAIN GLYCOL ETHERS","N230",649541,"YES","TRI","NO",0,"NO","R","Pounds",250,1200,0,0,0,0,0,0,0,0,0,0,0,0,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,2281,0,0,0,0,2523,1450,0,0,1333,0,0,0,0,0,0,0,2523,3856,0,NA,0.75,"PLATFORM SPECIALTY PRODUCTS CORP","079270103",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1450
"718",718,0,718,2008,"06340MRDHS443EA",110000315882,"BUCKEYE TERMINALS, LLC - GROTON TERMINAL","443 EASTERN POINT RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.33588,-72.07641,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,NA,0,0,0,1308206595040,"NAPHTHALENE","000091203",13326,"YES","TRI","NO",0,"NO","R","Pounds",0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,0,0,12,0,0,0,0,0,0,0,1,13,0,NA,0.8,"BUCKEYE TERMINALS LLC","112569892",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12
"719",719,1,719,2008,"06705VLTRC400CA",110000317158,"VOLTARC TECHNOLOGIES INC","400 CAPTAIN NEVILLE DR","WATERBURY","NEW HAVEN","CT",6705,NA,NA,41.53887,-72.97531,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335110,0,NA,0,0,0,1308206987150,"MERCURY COMPOUNDS","N458",650028,"YES","PBT","YES",1,"NO","R","Pounds",0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.56,0,13.561,0,20.39,0,0,0,20.39,0,0,0,0,0,0,0,0,0,0,14.481,0,0,0.92,0,13.561,0,0,0,20.39,0,0,34.871,0,NA,0,NA,NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14.481
"720",720,0,720,2008,"06460WRNRL10WEB",110000316337,"SCHICK MANUFACTURING INC","10 LEIGHTON RD","MILFORD","NEW HAVEN","CT",6460,NA,NA,41.23306,-73.03965,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332211,0,NA,0,0,0,1308207063630,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7111,0,0,0,0,0,0,0,0,0,2548,0,0,0,0,0,9659,0,49653,0,0,0,49653,0,0,0,0,0,0,0,0,0,0,9659,0,0,0,9659,0,0,0,0,49653,0,0,59312,0,NA,1.08,"EDGEWELL PERSONAL CARE LLC","021718141",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9659
"721",721,0,721,2008,"06110BBTTBRAILR",110000581629,"ABBOTT BALL CO INC","19 RAILROAD PL","WEST HARTFORD","HARTFORD","CT",6110,NA,NA,41.72892,-72.72635,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332991,0,NA,0,0,0,1308207037460,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",0,0,18.57,0,0,0,0,0,0,0,0,0,0,0,18.57,10.41,0,10.41,0,0,0,0,0,0,0,0,0,0,39110,0,0,0,0,0,0,39120.41,0,0,0,0,7118,7118,0,0,0,0,0,0,0,0,0,0,39138.98,0,0,25.85,39110,10.41,0,0,0,7118,0,0,46264.26,0,NA,2.75,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39138.98
"722",722,0,722,2008,"06460WRNRL10WEB",110000316337,"SCHICK MANUFACTURING INC","10 LEIGHTON RD","MILFORD","NEW HAVEN","CT",6460,NA,NA,41.23306,-73.03965,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332211,0,NA,0,0,0,1308207063870,"POLYCYCLIC AROMATIC COMPOUNDS","N590",649749,"YES","PBT","NO",0,"YES","R","Pounds",0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.01,0,NA,1.08,"EDGEWELL PERSONAL CARE LLC","021718141",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01
"723",723,1,723,2008,"06050THSTN600MY",110000315249,"STANLEY WORKS HAND TOOLS DIV","600 MYRTLE ST","NEW BRITAIN","HARTFORD","CT",6053,NA,NA,41.67009,-72.80062,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332212,0,NA,0,0,0,1308206615340,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,62,0,NA,0.68,"STANLEY BLACK & DECKER","001152461",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"724",724,1,724,2008,"06854NRWLKMANRE",110000603106,"NRG ENERGY NORWALK HARBOR STATION","MANRESA ISLAND AVE","SOUTH NORWALK","FAIRFIELD","CT",6854,NA,NA,41.07305,-73.412604,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206252510,"DIOXIN AND DIOXIN-LIKE COMPOUNDS","N150",755371,"YES","Dioxin","NO",0,"NO","R","Grams",0,0.0003744,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.17,0,0,0,0,0,0,0,0,0.17,0,NA,0.77,"NRG ENERGY INC","793422213",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.000374786151431242
"725",725,1,725,2008,"06098SCSCN28WIL",110020515478,"SCASCO ENERGY - WINSTED","280 WILLOW ST","WINSTED","LITCHFIELD","CT",6098,NA,NA,41.918687,-73.063212,"NO",999,"Other",NA,NA,NA,NA,NA,NA,454311,454319,454312,0,0,0,1308206405840,"XYLENE (MIXED ISOMERS)","001330207",84970,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"SUPERIOR PLUS ENERGY SERVICES INC.",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"726",726,0,726,2008,"06040PHLCB203PR",110000499336,"MOHAWK MANCHESTER","203 PROGRESS DR","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.80402,-72.50194,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,NA,0,0,0,1308206388780,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,5.09,0,0,0,0,0,0,0,0,0,0,0,5.09,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,1440,0,0,1442.74,0,0,0,0,226505,226505,0,0,0,0,0,0,0,0,0,0,1447.83,0,0,5.09,0,1442.74,0,0,0,226505,0,0,227952.83,0,NA,0.42,"BELDEN CDT","009178666",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1447.83
"727",727,0,727,2008,"06076CNNCXRIVER",110000315463,"3M PURIFICATION INC","32 RIVER RD","STAFFORD SPRINGS","TOLLAND","CT",6076,NA,NA,41.9496,-72.3034,"NO",333,"Machinery",NA,NA,NA,NA,NA,NA,333999,0,NA,0,0,0,1308206566300,"PHENOL","000108952",25510,"YES","TRI","NO",0,"NO","R","Pounds",60,220,0,0,0,0,0,0,0,0,0,0,0,0,280,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,170,280,0,0,280,0,0,0,0,0,0,17360,170,17810,0,NA,1.07,"3M CO","006173082",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,280
"728",728,1,728,2008,"06451NTDLR136GR",110000316248,"TRADEBE TREATMENT & RECYCLING NORTHEAST LLC","136 GRACEY AVE","MERIDEN","NEW HAVEN","CT",6451,NA,NA,41.55284,-72.79306,"NO",562,"Hazardous Waste",NA,NA,NA,NA,NA,NA,562211,0,NA,0,0,0,1308206873930,"XYLENE (MIXED ISOMERS)","001330207",84970,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"TRADEBE ENVIRONMENTAL SERVICES LLC","966208204",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"729",729,1,729,2008,"06854NRWLKMANRE",110000603106,"NRG ENERGY NORWALK HARBOR STATION","MANRESA ISLAND AVE","SOUTH NORWALK","FAIRFIELD","CT",6854,NA,NA,41.07305,-73.412604,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,NA,0,0,0,1308206252530,"SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)","007664939",152405,"NO","TRI","NO",0,"NO","R","Pounds",0,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,6000,0,0,0,0,0,0,31000,0,37000,0,NA,0.77,"NRG ENERGY INC","793422213",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6000
"730",730,0,730,2008,"06040DYNMC967PA",110033185880,"PARADIGM MANCHESTER INC","967 PARKER ST","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.80821,-72.51088,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,NA,0,0,0,1308206274100,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,2400,2400,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,6,0,0,0,2400,0,0,2417,0,NA,0.97,"TURBOCOMBUSTOR TECHNOLOGY INC","056933906",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15
"731",731,0,731,2008,"06340MRDHS443EA",110000315882,"BUCKEYE TERMINALS, LLC - GROTON TERMINAL","443 EASTERN POINT RD","GROTON","NEW LONDON","CT",6340,NA,NA,41.33588,-72.07641,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,NA,0,0,0,1308206595010,"ETHYLBENZENE","000100414",19406,"YES","TRI","NO",0,"NO","A","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,"BUCKEYE TERMINALS LLC","112569892",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
