FID,STATEFP00,COUNTYFP00,TRACTCE00,BLKGRPCE00,BKGPIDFP00,NAMELSAD00,MTFCC00,FUNCSTAT00,ALAND00,AWATER00,INTPTLAT00,INTPTLON00,OID_,Field1,GEOID,GEO_label,total_x,under_50,from_50_to,from_75_to,from_100_t,from_125_t,from_150_t,from_175_t,from_185_t,from_200_u,below_200,fraction_b,over_30_un,total_y,not_Hispan,non_HL_whi,non_HL_Bla,non_HL_AIA,non_HL_Asi,non_HL_NHO,non_HL_oth,non_HL_2_p,HL,HL_white,HL_Black,HL_AIAN,HL_Asian,HL_NHOPI,HL_other,HL_2_plus,percent_wh,percent_Bl,percent_HL,percent_AI,percent_As,percent_NH,percent_ot,GEOID2_Tex
2050,09,009,167100,4,090091671004,Block Group 4,G5030,S,1057194.000000000000000,0.000000000000000,+41.3744322,-072.8912733,1889,1890,1500000US090091671004,"Block Group 4, Census Tract 1671, New Haven County, Connecticut",806,0,0,14,0,0,0,42,0,750,56,0,no,806,796,680,38,0,78,0,0,0,10,10,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671004
2051,09,009,184700,4,090091847004,Block Group 4,G5030,S,3495085.000000000000000,0.000000000000000,+41.2953485,-072.8292359,2043,2044,1500000US090091847004,"Block Group 4, Census Tract 1847, New Haven County, Connecticut",2251,53,108,0,0,84,56,23,43,1884,367,0,no,2255,2193,2019,108,45,0,0,0,21,62,62,0,0,0,0,0,0,1,0,0,0,0,0,0,090091847004
2052,09,009,184100,5,090091841005,Block Group 5,G5030,S,1199052.000000000000000,1826.000000000000000,+41.2865348,-072.8084741,2023,2024,1500000US090091841005,"Block Group 5, Census Tract 1841, New Haven County, Connecticut",1394,8,13,55,31,38,64,17,21,1147,247,0,no,1394,1349,1199,16,0,73,0,15,46,45,0,0,0,0,0,0,45,1,0,0,0,0,0,0,090091841005
2053,09,009,184100,1,090091841001,Block Group 1,G5030,S,726096.000000000000000,41407.000000000000000,+41.2849368,-072.8039438,2019,2020,1500000US090091841001,"Block Group 1, Census Tract 1841, New Haven County, Connecticut",902,24,8,16,22,41,18,18,25,730,172,0,no,902,857,830,16,6,5,0,0,0,45,45,0,0,0,0,0,0,1,0,0,0,0,0,0,090091841001
2054,09,009,184100,2,090091841002,Block Group 2,G5030,S,520445.000000000000000,51646.000000000000000,+41.2776411,-072.8114246,2020,2021,1500000US090091841002,"Block Group 2, Census Tract 1841, New Haven County, Connecticut",718,0,27,0,31,36,54,0,50,520,198,0,no,718,706,608,12,0,86,0,0,0,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,090091841002
2055,09,009,184100,3,090091841003,Block Group 3,G5030,S,787354.000000000000000,0.000000000000000,+41.2790779,-072.8207594,2021,2022,1500000US090091841003,"Block Group 3, Census Tract 1841, New Haven County, Connecticut",1257,6,19,23,14,41,48,12,32,1062,195,0,no,1257,1191,1121,7,0,33,0,0,30,66,54,0,0,0,0,0,12,1,0,0,0,0,0,0,090091841003
2056,09,009,184100,4,090091841004,Block Group 4,G5030,S,781195.000000000000000,67965.000000000000000,+41.2730676,-072.8214651,2022,2023,1500000US090091841004,"Block Group 4, Census Tract 1841, New Haven County, Connecticut",754,16,0,0,0,0,56,0,0,682,72,0,no,754,754,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091841004
2057,09,009,165900,1,090091659001,Block Group 1,G5030,S,15344191.000000000000000,29122.000000000000000,+41.4388305,-072.9393490,1872,1873,1500000US090091659001,"Block Group 1, Census Tract 1659, New Haven County, Connecticut",2541,24,0,23,106,0,0,8,36,2344,197,0,no,2541,2482,2331,71,0,80,0,0,0,59,15,14,0,0,0,30,0,1,0,0,0,0,0,0,090091659001
2058,09,009,165900,4,090091659004,Block Group 4,G5030,S,2051223.000000000000000,13781.000000000000000,+41.3938056,-072.9180789,1875,1876,1500000US090091659004,"Block Group 4, Census Tract 1659, New Haven County, Connecticut",814,39,21,24,22,0,0,20,7,681,133,0,no,944,909,742,88,7,72,0,0,0,35,8,0,0,0,0,27,0,1,0,0,0,0,0,0,090091659004
2059,09,009,165900,5,090091659005,Block Group 5,G5030,S,2373216.000000000000000,0.000000000000000,+41.3934150,-072.9308850,1876,1877,1500000US090091659005,"Block Group 5, Census Tract 1659, New Haven County, Connecticut",1017,0,8,0,17,42,0,0,6,944,73,0,no,1017,1017,878,99,0,18,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091659005
2060,09,009,165900,2,090091659002,Block Group 2,G5030,S,3984071.000000000000000,0.000000000000000,+41.4121948,-072.9339051,1873,1874,1500000US090091659002,"Block Group 2, Census Tract 1659, New Haven County, Connecticut",1590,22,13,0,48,0,0,18,0,1489,101,0,no,1590,1555,1441,58,0,0,0,0,56,35,0,0,0,0,0,35,0,1,0,0,0,0,0,0,090091659002
2061,09,009,165900,3,090091659003,Block Group 3,G5030,S,3276162.000000000000000,0.000000000000000,+41.4187465,-072.9132925,1874,1875,1500000US090091659003,"Block Group 3, Census Tract 1659, New Haven County, Connecticut",918,13,15,0,7,13,0,0,0,870,48,0,no,918,918,823,81,0,0,0,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091659003
2062,09,009,154600,2,090091546002,Block Group 2,G5030,S,1160025.000000000000000,114935.000000000000000,+41.2669165,-072.9700785,1784,1785,1500000US090091546002,"Block Group 2, Census Tract 1546, New Haven County, Connecticut",1164,11,35,13,13,45,78,0,16,953,211,0,no,1164,1128,1070,0,0,0,0,0,58,36,36,0,0,0,0,0,0,1,0,0,0,0,0,0,090091546002
2063,09,009,154600,1,090091546001,Block Group 1,G5030,S,233346.000000000000000,0.000000000000000,+41.2783319,-072.9574616,1783,1784,1500000US090091546001,"Block Group 1, Census Tract 1546, New Haven County, Connecticut",896,119,84,0,23,51,43,25,6,545,351,0,yes,896,735,409,287,0,7,0,0,32,161,73,0,16,0,0,54,18,0,0,0,0,0,0,0,090091546001
2064,09,009,154600,4,090091546004,Block Group 4,G5030,S,589911.000000000000000,0.000000000000000,+41.2752395,-072.9616300,1786,1787,1500000US090091546004,"Block Group 4, Census Tract 1546, New Haven County, Connecticut",724,28,16,4,5,4,35,26,4,602,122,0,no,724,653,541,73,8,0,0,14,17,71,71,0,0,0,0,0,0,1,0,0,0,0,0,0,090091546004
2065,09,009,154600,3,090091546003,Block Group 3,G5030,S,262886.000000000000000,0.000000000000000,+41.2725899,-072.9544192,1785,1786,1500000US090091546003,"Block Group 3, Census Tract 1546, New Haven County, Connecticut",1046,38,58,43,78,22,63,8,83,653,393,0,yes,1046,1013,821,146,0,0,0,0,46,33,24,9,0,0,0,0,0,1,0,0,0,0,0,0,090091546003
2066,09,009,154700,2,090091547002,Block Group 2,G5030,S,305563.000000000000000,0.000000000000000,+41.2404683,-072.9781015,1788,1789,1500000US090091547002,"Block Group 2, Census Tract 1547, New Haven County, Connecticut",610,19,0,8,0,0,0,0,15,568,42,0,no,610,601,601,0,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,090091547002
2067,09,009,154700,6,090091547006,Block Group 6,G5030,S,1473842.000000000000000,0.000000000000000,+41.2521760,-072.9876482,1792,1793,1500000US090091547006,"Block Group 6, Census Tract 1547, New Haven County, Connecticut",1649,9,8,0,16,0,24,0,0,1592,57,0,no,1649,1637,1443,24,0,114,0,0,56,12,12,0,0,0,0,0,0,1,0,0,0,0,0,0,090091547006
2068,09,009,154700,7,090091547007,Block Group 7,G5030,S,760173.000000000000000,0.000000000000000,+41.2477900,-072.9814775,1793,1794,1500000US090091547007,"Block Group 7, Census Tract 1547, New Haven County, Connecticut",824,16,0,0,0,0,0,0,25,783,41,0,no,824,776,776,0,0,0,0,0,0,48,48,0,0,0,0,0,0,1,0,0,0,0,0,0,090091547007
2069,09,009,150600,9,090091506009,Block Group 9,G5030,S,5546444.000000000000000,808115.000000000000000,+41.2301551,-073.0960097,1738,1739,1500000US090091506009,"Block Group 9, Census Tract 1506, New Haven County, Connecticut",2639,19,0,8,61,8,0,18,10,2515,124,0,no,2639,2527,2292,43,0,166,0,0,26,112,96,0,0,0,0,16,0,1,0,0,0,0,0,0,090091506009
2070,09,009,150600,3,090091506003,Block Group 3,G5030,S,582624.000000000000000,0.000000000000000,+41.2107572,-073.0957336,1736,1737,1500000US090091506003,"Block Group 3, Census Tract 1506, New Haven County, Connecticut",739,37,5,7,0,7,14,0,12,657,82,0,no,760,686,638,17,0,0,0,0,31,74,12,0,0,0,0,62,0,1,0,0,0,0,0,0,090091506003
2071,09,009,150600,4,090091506004,Block Group 4,G5030,S,589102.000000000000000,0.000000000000000,+41.2144050,-073.0986769,1737,1738,1500000US090091506004,"Block Group 4, Census Tract 1506, New Haven County, Connecticut",926,26,10,23,0,28,0,10,0,829,97,0,no,926,926,862,36,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091506004
2072,09,009,150600,2,090091506002,Block Group 2,G5030,S,2115750.000000000000000,25908.000000000000000,+41.2200679,-073.0824687,1735,1736,1500000US090091506002,"Block Group 2, Census Tract 1506, New Haven County, Connecticut",766,0,0,0,12,0,18,0,20,716,50,0,no,766,766,738,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091506002
2073,09,009,150600,1,090091506001,Block Group 1,G5030,S,1309205.000000000000000,0.000000000000000,+41.2321764,-073.0748869,1734,1735,1500000US090091506001,"Block Group 1, Census Tract 1506, New Haven County, Connecticut",828,9,0,0,0,18,0,9,9,783,45,0,no,828,787,734,0,0,14,0,18,21,41,41,0,0,0,0,0,0,1,0,0,0,0,0,0,090091506001
2074,09,009,150700,3,090091507003,Block Group 3,G5030,S,3904628.000000000000000,489870.000000000000000,+41.2622573,-073.0795430,1741,1742,1500000US090091507003,"Block Group 3, Census Tract 1507, New Haven County, Connecticut",819,24,0,0,7,0,0,41,0,747,72,0,no,819,819,780,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091507003
2075,09,009,175900,5,090091759005,Block Group 5,G5030,S,715879.000000000000000,16182.000000000000000,+41.4541597,-072.8083246,1990,1991,1500000US090091759005,"Block Group 5, Census Tract 1759, New Haven County, Connecticut",454,0,0,7,7,28,81,0,0,331,123,0,no,454,448,448,0,0,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0,0,090091759005
2076,09,009,175900,1,090091759001,Block Group 1,G5030,S,941471.000000000000000,0.000000000000000,+41.4509035,-072.7896859,1986,1987,1500000US090091759001,"Block Group 1, Census Tract 1759, New Haven County, Connecticut",820,36,0,0,13,57,37,0,19,658,162,0,no,820,810,748,0,0,51,0,0,11,10,5,0,0,0,0,0,5,1,0,0,0,0,0,0,090091759001
2077,09,009,350100,4,090093501004,Block Group 4,G5030,S,194413.000000000000000,0.000000000000000,+41.5599825,-073.0433616,2149,2150,1500000US090093501004,"Block Group 4, Census Tract 3501, New Haven County, Connecticut",1156,258,104,162,96,44,136,27,15,314,842,1,yes,1171,618,199,295,42,56,0,0,26,553,182,52,6,0,0,296,17,0,0,0,0,0,0,0,090093501004
2078,09,009,350100,1,090093501001,Block Group 1,G5030,S,242341.000000000000000,0.000000000000000,+41.5574827,-073.0368148,2146,2147,1500000US090093501001,"Block Group 1, Census Tract 3501, New Haven County, Connecticut",1179,226,101,174,142,272,30,47,33,154,1025,1,yes,1384,747,537,181,0,0,0,12,17,637,259,23,0,0,0,355,0,0,0,0,0,0,0,0,090093501001
2079,09,009,350100,2,090093501002,Block Group 2,G5030,S,531698.000000000000000,0.000000000000000,+41.5545983,-073.0423450,2147,2148,1500000US090093501002,"Block Group 2, Census Tract 3501, New Haven County, Connecticut",1042,183,121,113,100,84,82,9,49,301,741,1,yes,1042,555,361,130,0,12,0,0,52,487,192,25,0,0,0,208,62,0,0,0,0,0,0,0,090093501002
2080,09,009,350200,4,090093502004,Block Group 4,G5030,S,181617.000000000000000,0.000000000000000,+41.5664889,-073.0356017,2153,2154,1500000US090093502004,"Block Group 4, Census Tract 3502, New Haven County, Connecticut",627,51,29,26,54,15,30,11,28,383,244,0,yes,627,503,191,282,8,10,0,0,12,124,85,0,0,0,0,39,0,0,0,0,0,0,0,0,090093502004
2081,09,009,350100,3,090093501003,Block Group 3,G5030,S,176390.000000000000000,0.000000000000000,+41.5578008,-073.0415061,2148,2149,1500000US090093501003,"Block Group 3, Census Tract 3501, New Haven County, Connecticut",1084,132,149,240,49,68,155,0,6,285,799,1,yes,1191,727,504,223,0,0,0,0,0,464,172,0,0,0,0,268,24,0,0,0,0,0,0,0,090093501003
2082,09,009,350400,4,090093504004,Block Group 4,G5030,S,141102.000000000000000,0.000000000000000,+41.5589243,-073.0311217,2160,2161,1500000US090093504004,"Block Group 4, Census Tract 3504, New Haven County, Connecticut",757,91,118,52,93,109,31,6,10,247,510,1,yes,768,385,44,333,4,0,0,4,0,383,186,61,0,0,0,113,23,0,0,0,0,0,0,0,090093504004
2083,09,009,350200,3,090093502003,Block Group 3,G5030,S,198082.000000000000000,0.000000000000000,+41.5627023,-073.0371839,2152,2153,1500000US090093502003,"Block Group 3, Census Tract 3502, New Haven County, Connecticut",1078,102,33,67,172,85,116,7,16,480,598,1,yes,1105,742,57,665,14,0,0,0,6,363,109,12,0,13,0,219,10,0,1,0,0,0,0,0,090093502003
2084,09,009,350200,2,090093502002,Block Group 2,G5030,S,97396.000000000000000,0.000000000000000,+41.5638974,-073.0334573,2151,2152,1500000US090093502002,"Block Group 2, Census Tract 3502, New Haven County, Connecticut",644,155,100,59,56,84,60,9,0,121,523,1,yes,644,304,57,226,0,0,0,0,21,340,87,36,0,0,0,217,0,0,0,1,0,0,0,0,090093502002
2085,09,009,167100,2,090091671002,Block Group 2,G5030,S,3215829.000000000000000,156475.000000000000000,+41.3727595,-072.8829181,1887,1888,1500000US090091671002,"Block Group 2, Census Tract 1671, New Haven County, Connecticut",1053,19,0,33,17,20,0,25,0,939,114,0,no,1053,980,841,71,12,56,0,0,0,73,61,0,0,0,0,12,0,1,0,0,0,0,0,0,090091671002
2086,09,009,167100,5,090091671005,Block Group 5,G5030,S,1496743.000000000000000,0.000000000000000,+41.3874788,-072.8860677,1890,1891,1500000US090091671005,"Block Group 5, Census Tract 1671, New Haven County, Connecticut",1196,39,0,18,17,13,0,8,34,1067,129,0,no,1196,1138,1060,5,0,68,0,0,5,58,58,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671005
2087,09,009,167100,3,090091671003,Block Group 3,G5030,S,534565.000000000000000,0.000000000000000,+41.3669108,-072.9006894,1888,1889,1500000US090091671003,"Block Group 3, Census Tract 1671, New Haven County, Connecticut",538,9,0,0,0,37,0,0,0,492,46,0,no,538,529,497,32,0,0,0,0,0,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671003
2088,09,009,167100,7,090091671007,Block Group 7,G5030,S,490367.000000000000000,0.000000000000000,+41.3723764,-072.9009408,1892,1893,1500000US090091671007,"Block Group 7, Census Tract 1671, New Haven County, Connecticut",860,0,0,0,7,47,6,0,0,800,60,0,no,860,830,808,12,0,0,0,0,10,30,0,0,0,0,0,30,0,1,0,0,0,0,0,0,090091671007
2089,09,009,167100,6,090091671006,Block Group 6,G5030,S,612417.000000000000000,0.000000000000000,+41.3785060,-072.8974955,1891,1892,1500000US090091671006,"Block Group 6, Census Tract 1671, New Haven County, Connecticut",674,0,0,11,56,0,0,0,0,607,67,0,no,685,685,619,0,0,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671006
2090,09,009,167100,1,090091671001,Block Group 1,G5030,S,4535962.000000000000000,0.000000000000000,+41.4114765,-072.8767771,1886,1887,1500000US090091671001,"Block Group 1, Census Tract 1671, New Haven County, Connecticut",1209,8,0,32,7,8,0,0,0,1154,55,0,no,1209,1209,1155,50,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671001
2091,09,009,167100,8,090091671008,Block Group 8,G5030,S,4526784.000000000000000,91281.000000000000000,+41.4048194,-072.8675702,1893,1894,1500000US090091671008,"Block Group 8, Census Tract 1671, New Haven County, Connecticut",1339,0,33,9,0,0,7,14,5,1271,68,0,no,1339,1339,1263,5,0,71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091671008
2092,09,009,170500,2,090091705002,Block Group 2,G5030,S,3696268.000000000000000,0.000000000000000,+41.5348583,-072.8423759,1913,1914,1500000US090091705002,"Block Group 2, Census Tract 1705, New Haven County, Connecticut",1143,11,0,37,22,0,11,16,0,1046,97,0,no,1143,1095,1064,31,0,0,0,0,0,48,48,0,0,0,0,0,0,1,0,0,0,0,0,0,090091705002
2093,09,009,150900,2,090091509002,Block Group 2,G5030,S,159474.000000000000000,0.000000000000000,+41.2150234,-073.0309585,1746,1747,1500000US090091509002,"Block Group 2, Census Tract 1509, New Haven County, Connecticut",326,0,0,0,0,7,0,0,19,300,26,0,no,326,326,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091509002
2094,09,009,343200,9,090093432009,Block Group 9,G5030,S,13342704.000000000000000,16462.000000000000000,+41.5445342,-072.9230401,2096,2097,1500000US090093432009,"Block Group 9, Census Tract 3432, New Haven County, Connecticut",2936,53,0,6,0,36,11,0,0,2830,106,0,no,3090,3009,2949,19,0,41,0,0,0,81,22,28,0,0,0,31,0,1,0,0,0,0,0,0,090093432009
2095,09,009,343200,1,090093432001,Block Group 1,G5030,S,5584335.000000000000000,0.000000000000000,+41.5330163,-072.9503890,2094,2095,1500000US090093432001,"Block Group 1, Census Tract 3432, New Haven County, Connecticut",1064,0,0,8,0,0,2,0,7,1047,17,0,no,1066,1050,1006,0,0,41,0,0,3,16,16,0,0,0,0,0,0,1,0,0,0,0,0,0,090093432001
2096,09,009,343200,2,090093432002,Block Group 2,G5030,S,3448670.000000000000000,18898.000000000000000,+41.5260747,-072.9267163,2095,2096,1500000US090093432002,"Block Group 2, Census Tract 3432, New Haven County, Connecticut",1765,0,9,26,14,36,8,12,14,1646,119,0,no,1765,1765,1597,18,0,141,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090093432002
2097,09,009,343300,9,090093433009,Block Group 9,G5030,S,9414875.000000000000000,41944.000000000000000,+41.4790713,-072.8769497,2099,2100,1500000US090093433009,"Block Group 9, Census Tract 3433, New Haven County, Connecticut",2296,11,0,48,0,83,9,22,9,2114,182,0,no,2296,2296,2153,42,41,60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090093433009
2098,09,009,166001,6,090091660016,Block Group 6,G5030,S,1332954.000000000000000,0.000000000000000,+41.3899524,-072.9109782,1880,1881,1500000US090091660016,"Block Group 6, Census Tract 1660.01, New Haven County, Connecticut",2699,178,47,79,78,11,111,0,64,2131,568,0,no,2708,2620,2196,167,0,235,0,0,22,88,75,13,0,0,0,0,0,1,0,0,0,0,0,0,090091660016
2099,09,009,166001,1,090091660011,Block Group 1,G5030,S,1034929.000000000000000,0.000000000000000,+41.4019201,-072.9070873,1877,1878,1500000US090091660011,"Block Group 1, Census Tract 1660.01, New Haven County, Connecticut",1132,7,10,0,6,0,0,0,0,1109,23,0,no,1132,1108,860,136,5,107,0,0,0,24,24,0,0,0,0,0,0,1,0,0,0,0,0,0,090091660011
2100,09,009,166001,4,090091660014,Block Group 4,G5030,S,725176.000000000000000,0.000000000000000,+41.3881715,-072.9020702,1879,1880,1500000US090091660014,"Block Group 4, Census Tract 1660.01, New Haven County, Connecticut",1311,86,75,104,68,35,60,0,36,847,464,0,yes,1311,1235,1014,121,0,51,0,16,33,76,61,0,0,0,0,15,0,1,0,0,0,0,0,0,090091660014
2101,09,009,166001,3,090091660013,Block Group 3,G5030,S,978722.000000000000000,0.000000000000000,+41.3779225,-072.9090867,1878,1879,1500000US090091660013,"Block Group 3, Census Tract 1660.01, New Haven County, Connecticut",575,14,26,24,44,0,31,0,21,415,160,0,no,575,575,559,0,0,9,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091660013
2102,09,009,166002,1,090091660021,Block Group 1,G5030,S,12065259.000000000000000,6063.000000000000000,+41.4331004,-072.8835092,1881,1882,1500000US090091660021,"Block Group 1, Census Tract 1660.02, New Haven County, Connecticut",1028,16,0,41,7,28,0,0,0,936,92,0,no,1028,1011,1011,0,0,0,0,0,0,17,17,0,0,0,0,0,0,1,0,0,0,0,0,0,090091660021
2103,09,009,166002,4,090091660024,Block Group 4,G5030,S,1975130.000000000000000,96704.000000000000000,+41.4101395,-072.8978809,1884,1885,1500000US090091660024,"Block Group 4, Census Tract 1660.02, New Haven County, Connecticut",1196,51,21,32,25,43,44,20,21,939,257,0,no,1196,1181,1034,109,0,26,0,12,0,15,15,0,0,0,0,0,0,1,0,0,0,0,0,0,090091660024
2104,09,009,154700,1,090091547001,Block Group 1,G5030,S,1495509.000000000000000,0.000000000000000,+41.2600536,-072.9765233,1787,1788,1500000US090091547001,"Block Group 1, Census Tract 1547, New Haven County, Connecticut",901,0,8,0,24,88,11,0,0,770,131,0,no,901,857,769,88,0,0,0,0,0,44,40,0,0,0,0,4,0,1,0,0,0,0,0,0,090091547001
2105,09,009,154700,5,090091547005,Block Group 5,G5030,S,437010.000000000000000,0.000000000000000,+41.2384471,-072.9896304,1791,1792,1500000US090091547005,"Block Group 5, Census Tract 1547, New Haven County, Connecticut",862,3,29,20,17,31,135,0,8,619,243,0,no,865,843,820,23,0,0,0,0,0,22,0,0,0,0,0,11,11,1,0,0,0,0,0,0,090091547005
2106,09,009,154800,6,090091548006,Block Group 6,G5030,S,419290.000000000000000,0.000000000000000,+41.2521278,-072.9703291,1799,1800,1500000US090091548006,"Block Group 6, Census Tract 1548, New Haven County, Connecticut",1376,0,9,18,9,0,9,0,20,1311,65,0,no,1376,1376,1260,31,0,50,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091548006
2107,09,009,154800,5,090091548005,Block Group 5,G5030,S,225084.000000000000000,0.000000000000000,+41.2476050,-072.9756004,1798,1799,1500000US090091548005,"Block Group 5, Census Tract 1548, New Haven County, Connecticut",600,0,8,15,35,0,9,0,0,533,67,0,no,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091548005
2108,09,009,154800,1,090091548001,Block Group 1,G5030,S,354738.000000000000000,0.000000000000000,+41.2565582,-072.9648604,1794,1795,1500000US090091548001,"Block Group 1, Census Tract 1548, New Haven County, Connecticut",925,12,22,0,49,0,0,22,19,801,124,0,no,925,901,890,0,0,11,0,0,0,24,0,0,0,0,0,24,0,1,0,0,0,0,0,0,090091548001
2109,09,009,154800,3,090091548003,Block Group 3,G5030,S,322638.000000000000000,0.000000000000000,+41.2442919,-072.9721687,1796,1797,1500000US090091548003,"Block Group 3, Census Tract 1548, New Haven County, Connecticut",654,8,0,34,7,17,37,0,0,551,103,0,no,695,695,675,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091548003
2110,09,009,154800,4,090091548004,Block Group 4,G5030,S,192133.000000000000000,0.000000000000000,+41.2438795,-072.9774577,1797,1798,1500000US090091548004,"Block Group 4, Census Tract 1548, New Haven County, Connecticut",522,0,0,0,8,0,37,0,42,435,87,0,no,522,514,514,0,0,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,090091548004
2111,09,009,154900,1,090091549001,Block Group 1,G5030,S,305051.000000000000000,0.000000000000000,+41.2691969,-072.9535652,1800,1801,1500000US090091549001,"Block Group 1, Census Tract 1549, New Haven County, Connecticut",674,27,20,0,8,7,30,0,0,582,92,0,no,674,661,609,35,0,17,0,0,0,13,13,0,0,0,0,0,0,1,0,0,0,0,0,0,090091549001
2112,09,009,154900,3,090091549003,Block Group 3,G5030,S,981652.000000000000000,0.000000000000000,+41.2611426,-072.9590784,1802,1803,1500000US090091549003,"Block Group 3, Census Tract 1549, New Haven County, Connecticut",771,30,13,6,14,7,62,0,0,639,132,0,no,778,778,638,58,0,66,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,090091549003
2113,09,009,150700,2,090091507002,Block Group 2,G5030,S,4228424.000000000000000,0.000000000000000,+41.2463621,-073.0679101,1740,1741,1500000US090091507002,"Block Group 2, Census Tract 1507, New Haven County, Connecticut",1307,14,12,25,0,52,14,0,0,1190,117,0,no,1338,1257,1222,0,0,11,0,0,24,81,81,0,0,0,0,0,0,1,0,0,0,0,0,0,090091507002
