"","OBJECTID","Join_Count","TARGET_FID","YEAR","TRI_FACILI","FRS_ID","FACILITY_N","STREET_ADD","CITY","COUNTY","ST","ZIP","BIA_CODE","TRIBE","LATITUDE","LONGITUDE","FEDERAL_FA","INDUSTRY_S","INDUSTRY_1","PRIMARY_SI","SIC_2","SIC_3","SIC_4","SIC_5","SIC_6","PRIMARY_NA","NAICS_2","NAICS_3","NAICS_4","NAICS_5","NAICS_6","DOC_CTRL_N","CHEMICAL","CAS___COMP","SRS_ID","CLEAR_AIR_","CLASSIFICA","METAL","METAL_CATE","CARCINOGEN","FORM_TYPE","UNIT_OF_ME","F5_1_FUGITI","F5_2_STACK_","F5_3_WATER","F5_4_UNDERG","F5_4_1_UNDE","F5_4_2_UNDE","F5_5_1_LAND","F5_5_1A_RCR","F5_5_1B_OTH","F5_5_2_LAND","F5_5_3_SURF","F5_5_3A_RCR","F5_5_3B_Oth","F5_5_4_OTHE","ON_SITE_RE","F6_1_POTW_T","F6_1_POTW_1","F6_1_POTW_2","F6_2_M10","F6_2_M41","F6_2_M62","F6_2_M71","F6_2_M81","F6_2_M82","F6_2_M72","F6_2_M63","F6_2_M66","F6_2_M67","F6_2_M64","F6_2_M65","F6_2_M73","F6_2_M79","F6_2_M90","F6_2_M94","F6_2_M99","OFF_SITE_R","F6_2_M20","F6_2_M24","F6_2_M26","F6_2_M28","F6_2_M93","OFF_SITE_1","F6_2_M56","F6_2_M92","OFF_SITE_2","F6_2_M40","F6_2_M50","F6_2_M54","F6_2_M61","F6_2_M69","F6_2_M95","OFF_SITE_T","TOTAL_RELE","F8_1_RELEAS","F8_1A_ON_SI","F8_1B_ON_SI","F8_1C_OFF_S","F8_1D_OFF_S","F8_2_ENERGY","F8_3_ENERGY","F8_4_RECYCL","F8_5_RECYCL","F8_6_TREATM","F8_7_TREATM","PROD__WAST","F8_8_ONE_TI","PROD_RATIO","F8_9_PRODUC","PARENT_COM","PARENT_C_1","Field110","STATEFP00","COUNTYFP00","TRACTCE00","BLKGRPCE00","BKGPIDFP00","NAMELSAD00","MTFCC00","FUNCSTAT00","ALAND00","AWATER00","INTPTLAT00","INTPTLON00","OID_","Field1","GEOID","GEO_label","total_x","under_50","from_50_to","from_75_to","from_100_t","from_125_t","from_150_t","from_175_t","from_185_t","from_200_u","below_200","fraction_b","over_30_un","total_y","not_Hispan","non_HL_whi","non_HL_Bla","non_HL_AIA","non_HL_Asi","non_HL_NHO","non_HL_oth","non_HL_2_p","HL","HL_white","HL_Black","HL_AIAN","HL_Asian","HL_NHOPI","HL_other","HL_2_plus","percent_wh","percent_Bl","percent_HL","percent_AI","percent_As","percent_NH","percent_ot","GEOID2_Tex","STATEFP10","COUNTYFP10","COUSUBFP10","COUSUBNS10","GEOID10","NAME10","NAMELSAD10","LSAD10","CLASSFP10","MTFCC10","CNECTAFP10","NECTAFP10","NCTADVFP10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","GEOID_AFF2","GEOID_AFF1","covered_facility","TRUE_TOTAL_RELEASE_POUNDS","added_since_2008"
"640",642,1,642,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700030,"1,2,4-TRIMETHYLBENZENE","000095636",16261,"NO","TRI","NO",0,"NO","R","Pounds",1135,1609.9,0,0,0,0,0,0,0,0,0,0,0,0,2744.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.38,134.38,0,0,0,0,0,0,0,0,0,0,2744.9,0,0,2744.9,0,0,0,0,0,134.38,0,0,2879.28,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2744.9,"no"
"641",643,0,643,2016,"06490SPRRPLACEY",110000603099,"SUPERIOR PLATING CO","LACEY PL","SOUTHPORT","FAIRFIELD","CT",6890,NA,NA,41.14064,-73.2764,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332813,0,0,0,0,0,1316215611700,"NITRIC ACID","007697372",152686,"NO","TRI","NO",0,"NO","R","Pounds",5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,220,10,0,0,10,0,0,0,0,0,0,20642,220,20872,0,"PRODUCTION",0.74,"SUPERIOR PLATING CO",NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,"no"
"642",644,0,644,2016,"06026THRCKBRADL",110043501699,"RSCC WIRE & CABLE LLC","20 BRADLEY PARK RD","EAST GRANBY","HARTFORD","CT",6026,NA,NA,41.9311,-72.70852,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215246480,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5777,5777,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5777,0,0,5782,0,"PRODUCTION",0.22,"THE MARMON GROUP LLC","795871581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,"no"
"643",645,1,645,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700040,"CYCLOHEXANE","000110827",27003,"NO","TRI","NO",0,"NO","R","Pounds",378.3,536.6,0,0,0,0,0,0,0,0,0,0,0,0,914.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75,53.75,0,0,0,0,0,0,0,0,0,0,914.9,0,0,914.9,0,0,0,0,0,53.75,0,0,968.65,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,914.9,"no"
"644",646,0,646,2016,"06037MHRTN225EP",110016683551,"CORBIN RUSSWIN","225 EPISCOPAL RD","BERLIN","HARTFORD","CT",6037,NA,NA,41.64752,-72.73615,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332510,0,0,0,0,0,1316215096240,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",0.1,7.24,14.77,0,0,0,0,0,0,0,0,0,0,0,22.11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3923.26,0,3925.26,0,0,0,0,98456,98456,0,0,0,0,0,0,0,0,0,0,3947.37,0,0,22.11,1.32,3923.94,0,0,0,98456,0,0,102403.37,0,"PRODUCTION",0.8,"ASSA ABLOY INC","609161294",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3947.37,"no"
"645",647,0,647,2016,"06489NRTHS411NO",110000316603,"NORTHEASTERN SHAPED WIRE INC","411 N MAIN ST","SOUTHINGTON","HARTFORD","CT",6489,NA,NA,41.61168,-72.87589,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316215690620,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,2695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,0,0,2695,0,"PRODUCTION",0.81,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"646",648,0,648,2016,"0604WGKNRS273AD",110030385330,"GKN AEROSPACE NEW ENGLAND","273 ADAMS ST","MANCHESTER","HARTFORD","CT",6042,NA,NA,41.786657,-72.550629,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215575620,"CHROMIUM","007440473",150060,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9614,0,0,0,9614,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,9614,0,0,9625,0,"PRODUCTION",0.62,"GKN AMERICA CORP","144233608",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,"no"
"647",649,1,649,2016,"06010THSPR300BR",110000763157,"THEIS PRECISION STEEL USA INC","300 BROAD ST","BRISTOL","HARTFORD","CT",6010,NA,NA,41.67197,-72.90733,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331221,0,0,0,0,0,1316215267130,"NICKEL COMPOUNDS","N495",650036,"YES","TRI","YES",1,"NO","R","Pounds",0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,55334,0,0,0,55334,0,0,0,0,0,0,0,0,0,0,68.9,0,0,1.9,0,67,0,0,0,55334,0,0,55402.9,0,"PRODUCTION",0.8,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68.9,"no"
"648",650,0,650,2016,"06033HGHWY239CO",110000863655,"CONNECTICUT GALVANIZING CORP","239 COMMERCE ST","GLASTONBURY","HARTFORD","CT",6033,NA,NA,41.71099,-72.58229,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332812,0,0,0,0,0,1316215280580,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,35,11,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,14405,0,0,6631,21036,0,0,0,0,0,0,0,0,0,0,162,0,0,46,0,116,0,0,0,21036,0,0,21198,0,"PRODUCTION",1.98,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,162,"no"
"649",651,1,651,2016,"06108PRTTW400MA",110017435701,"PRATT & WHITNEY","400 MAIN ST M S 102-21","EAST HARTFORD","HARTFORD","CT",6118,NA,NA,41.748056,-72.633056,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215332810,"COBALT","007440484",150078,"YES","TRI","YES",1,"YES","R","Pounds",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,500,250,0,0,0,0,0,0,0,5,0,0,0,0,500,0,1255,0,12512,0,0,0,12512,0,0,0,0,0,0,0,0,0,0,1256,0,0,1,5,1250,0,0,0,12512,0,0,13768,0,"PRODUCTION",1.11,"UNITED TECHNOLOGIES CORP","001344142",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1256,"no"
"650",652,0,652,2016,"06026THRCKBRADL",110043501699,"RSCC WIRE & CABLE LLC","20 BRADLEY PARK RD","EAST GRANBY","HARTFORD","CT",6026,NA,NA,41.9311,-72.70852,"NO",335,"Electrical Equipment",NA,NA,NA,NA,NA,NA,335929,0,0,0,0,0,1316215246520,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,41,0,"PRODUCTION",0.01,"THE MARMON GROUP LLC","795871581",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"651",653,0,653,2016,"06489NRTHS411NO",110000316603,"NORTHEASTERN SHAPED WIRE INC","411 N MAIN ST","SOUTHINGTON","HARTFORD","CT",6489,NA,NA,41.61168,-72.87589,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316215690660,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,0,0,2042,0,"PRODUCTION",0.95,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"652",654,1,654,2016,"06010LBSCR7EMME",110003005685,"LAB SECURITY SYSTEMS CORP","700 EMMETT ST -","BRISTOL","HARTFORD","CT",6010,NA,NA,41.654365,-72.904607,"NO",332,"Fabricated Metals",NA,NA,NA,NA,NA,NA,332721,0,0,0,0,0,1316214991300,"COPPER","007440508",150086,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PRODUCTION",1,NA,"",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"no"
"653",655,1,655,2016,"06108PRTTW400MA",110017435701,"PRATT & WHITNEY","400 MAIN ST M S 102-21","EAST HARTFORD","HARTFORD","CT",6118,NA,NA,41.748056,-72.633056,"NO",336,"Transportation Equipment",NA,NA,NA,NA,NA,NA,336412,0,0,0,0,0,1316215332820,"NICKEL","007440020",149674,"YES","TRI","YES",1,"YES","R","Pounds",5,1,8,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1000,19000,0,0,0,0,0,0,0,250,0,0,0,0,500,0,20750,0,265974,0,0,0,265974,0,0,0,0,0,0,0,0,0,0,20764,0,0,14,250,20500,0,0,0,265974,0,0,286738,0,"PRODUCTION",1.11,"UNITED TECHNOLOGIES CORP","001344142",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20764,"no"
"654",656,1,656,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700060,"ETHYLBENZENE","000100414",19406,"YES","TRI","NO",0,"NO","R","Pounds",1135,1609.9,0,0,0,0,0,0,0,0,0,0,0,0,2744.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.38,134.38,0,0,0,0,0,0,0,0,0,0,2744.9,0,0,2744.9,0,0,0,0,0,134.38,0,0,2879.28,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2744.9,"no"
"655",657,1,657,2016,"06450THMLL99CEN",110000316239,"MILLER CO","99 CENTER ST","MERIDEN","NEW HAVEN","CT",6450,NA,NA,41.53729,-72.79348,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331420,0,0,0,0,0,1316215357210,"ZINC COMPOUNDS","N982",649699,"NO","TRI","YES",1,"NO","R","Pounds",0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190512,0,0,0,190512,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.87,0,0,0,0,0,190512,0,0,190512.87,0,"PRODUCTION",1,"DIEHL METALL STIFTUNG & CO KG",NA,NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.87,"no"
"656",658,1,658,2016,"06517GLFLL42850",110032891636,"GULF OIL LP NEW HAVEN TERMINAL","428-500 WATERFRONT ST","NEW HAVEN","NEW HAVEN","CT",6517,NA,NA,41.29351,-72.90222,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215700080,"N-HEXANE","000110543",26740,"YES","TRI","NO",0,"NO","R","Pounds",756.7,1073.2,0,0,0,0,0,0,0,0,0,0,0,0,1829.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5,107.5,0,0,0,0,0,0,0,0,0,0,1829.9,0,0,1829.9,0,0,0,0,0,107.5,0,0,1937.4,0,"PRODUCTION",1.01,"GULF OIL LP","147037154",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1829.9,"no"
"657",659,0,659,2016,"06489NRTHS411NO",110000316603,"NORTHEASTERN SHAPED WIRE INC","411 N MAIN ST","SOUTHINGTON","HARTFORD","CT",6489,NA,NA,41.61168,-72.87589,"NO",331,"Primary Metals",NA,NA,NA,NA,NA,NA,331222,0,0,0,0,0,1316215690650,"LEAD","007439921",149583,"YES","PBT","YES",1,"YES","R","Pounds",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,"PRODUCTION",1.62,NA,"",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"no"
"658",660,0,660,2016,"06607BRDGP250EA",110009353617,"SPRAGUE BRIDGEPORT TERMINAL","250 EAGLES NEST RD","BRIDGEPORT","FAIRFIELD","CT",6607,NA,NA,41.173082,-73.157616,"NO",4247,"Petroleum Bulk Terminals",NA,NA,NA,NA,NA,NA,424710,0,0,0,0,0,1316215495350,"TERT-BUTYL ALCOHOL","000075650",5751,"NO","TRI","NO",0,"NO","R","Pounds",0,282.21,17.31,0,0,0,0,0,0,0,0,0,0,0,299.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.52,0,0,299.52,0,0,0,0,0,0,0,0,299.52,0,"PRODUCTION",1.58,"SPRAGUE RESOURCES LP","131362733",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,299.52,"no"
"659",661,1,661,2016,"06506NWHVN1WATE",110000610651,"PSEG NEW HAVEN HARBOR STATION","600 CONNECTICUT AVENUE","NEW HAVEN","NEW HAVEN","CT",6512,NA,NA,41.283986,-72.904546,"NO",2211,"Electric Utilities",NA,NA,NA,NA,NA,NA,221112,0,0,0,0,0,1316215463380,"BENZO(G,H,I)PERYLENE","000191242",40576,"YES","PBT","NO",0,"YES","R","Pounds",0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0.004,0,"PRODUCTION",0.35,"PUBLIC SERVICE ENTERPRISE GROUP","160945242",NA,9,1,21500,1,90010215001,"Block Group 1","G5030","S",187758,0,41.0539497,-73.5481508,102,103,"1500000US090010215001","Block Group 1, Census Tract 215, Fairfield County, Connecticut",1641,147,20,87,188,71,75,103,42,908,733,0,"yes",1641,752,329,417,6,0,0,0,0,889,346,0,0,0,0,461,82,0,0,1,0,0,0,0,90010215001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.004,"no"
